avg_val_loss,f1,epoch,created_at,loss,gpu_0
3.060335397720337,0.0027842227378190253,1.0,2019-09-04 11:41:12.470120,,
,,0.0,2019-09-04 11:41:12.915560,3.062,1841.0
,,0.0,2019-09-04 11:41:42.892885,0.608,3019.0
,,0.0,2019-09-04 11:42:12.254472,0.35,3461.0
,,0.0,2019-09-04 11:42:41.243860,0.291,3903.0
0.25187936425209045,0.324032403240324,1.0,2019-09-04 11:42:53.214637,,
0.25187936425209045,0.324032403240324,1.0,2019-09-04 11:42:54.238830,0.28,4605.0
0.25187936425209045,0.324032403240324,1.0,2019-09-04 11:42:59.651134,0.237,4605.0
0.25187936425209045,0.324032403240324,1.0,2019-09-04 11:43:05.117740,0.213,4605.0
0.25187936425209045,0.324032403240324,1.0,2019-09-04 11:43:10.518742,0.209,4605.0
0.1959657073020935,0.4267942583732057,2.0,2019-09-04 11:43:14.195040,,
0.1959657073020935,0.4267942583732057,2.0,2019-09-04 11:43:15.364879,0.21,4607.0
0.1959657073020935,0.4267942583732057,2.0,2019-09-04 11:43:20.826936,0.173,4607.0
0.1959657073020935,0.4267942583732057,2.0,2019-09-04 11:43:26.134307,0.187,4607.0
0.1959657073020935,0.4267942583732057,2.0,2019-09-04 11:43:31.453924,0.187,4607.0
0.16208310425281525,0.5275657336726038,3.0,2019-09-04 11:43:35.090362,,
0.16208310425281525,0.5275657336726038,3.0,2019-09-04 11:43:36.238422,0.19,4607.0
0.16208310425281525,0.5275657336726038,3.0,2019-09-04 11:43:41.680886,0.168,4607.0
0.16208310425281525,0.5275657336726038,3.0,2019-09-04 11:43:47.176004,0.165,4607.0
0.16208310425281525,0.5275657336726038,3.0,2019-09-04 11:43:52.477590,0.152,4607.0
0.1549784541130066,0.5475152571926766,4.0,2019-09-04 11:43:56.070559,,
0.1549784541130066,0.5475152571926766,4.0,2019-09-04 11:43:57.211834,0.158,4607.0
0.1549784541130066,0.5475152571926766,4.0,2019-09-04 11:44:02.565167,0.14,4607.0
0.1549784541130066,0.5475152571926766,4.0,2019-09-04 11:44:07.880505,0.14,4607.0
0.1549784541130066,0.5475152571926766,4.0,2019-09-04 11:44:13.355142,0.147,4607.0
0.1508341133594513,0.5631536604987932,5.0,2019-09-04 11:44:17.216813,,
0.1508341133594513,0.5631536604987932,5.0,2019-09-04 11:44:18.453314,0.148,4607.0
0.1508341133594513,0.5631536604987932,5.0,2019-09-04 11:44:23.837269,0.123,4607.0
0.1508341133594513,0.5631536604987932,5.0,2019-09-04 11:44:29.149951,0.125,4607.0
0.1508341133594513,0.5631536604987932,5.0,2019-09-04 11:44:34.501020,0.129,4607.0
0.13962648808956146,0.5811688311688311,6.0,2019-09-04 11:44:38.183374,,
0.13962648808956146,0.5811688311688311,6.0,2019-09-04 11:44:39.385380,0.135,4607.0
0.13962648808956146,0.5811688311688311,6.0,2019-09-04 11:44:44.757377,0.102,4607.0
0.13962648808956146,0.5811688311688311,6.0,2019-09-04 11:44:50.154720,0.116,4607.0
0.13962648808956146,0.5811688311688311,6.0,2019-09-04 11:44:55.523179,0.112,4607.0
0.14138975739479065,0.5742904841402338,7.0,2019-09-04 11:44:59.170308,,
0.14138975739479065,0.5742904841402338,7.0,2019-09-04 11:44:59.396195,0.111,4607.0
0.14138975739479065,0.5742904841402338,7.0,2019-09-04 11:45:04.821087,0.098,4607.0
0.14138975739479065,0.5742904841402338,7.0,2019-09-04 11:45:10.231092,0.088,4607.0
0.14138975739479065,0.5742904841402338,7.0,2019-09-04 11:45:15.998458,0.096,4607.0
0.15384170413017273,0.5748598879103282,8.0,2019-09-04 11:45:19.617135,,
0.15384170413017273,0.5748598879103282,8.0,2019-09-04 11:45:19.863916,0.102,4607.0
0.15384170413017273,0.5748598879103282,8.0,2019-09-04 11:45:25.226938,0.079,4607.0
0.15384170413017273,0.5748598879103282,8.0,2019-09-04 11:45:30.575086,0.084,4607.0
0.15384170413017273,0.5748598879103282,8.0,2019-09-04 11:45:35.986087,0.077,4607.0
0.1505795568227768,0.5960264900662251,9.0,2019-09-04 11:45:39.650495,,
0.1505795568227768,0.5960264900662251,9.0,2019-09-04 11:45:40.816214,0.082,4607.0
0.1505795568227768,0.5960264900662251,9.0,2019-09-04 11:45:46.182884,0.065,4607.0
0.1505795568227768,0.5960264900662251,9.0,2019-09-04 11:45:51.497704,0.071,4607.0
0.1505795568227768,0.5960264900662251,9.0,2019-09-04 11:45:56.896203,0.074,4607.0
0.15256951749324799,0.6011191047162271,10.0,2019-09-04 11:46:00.553541,,
0.15256951749324799,0.6011191047162271,10.0,2019-09-04 11:46:01.700411,0.07,4607.0
0.15256951749324799,0.6011191047162271,10.0,2019-09-04 11:46:07.045704,0.055,4607.0
0.15256951749324799,0.6011191047162271,10.0,2019-09-04 11:46:12.479173,0.06,4607.0
0.15256951749324799,0.6011191047162271,10.0,2019-09-04 11:46:17.875808,0.059,4607.0
0.15311385691165924,0.584425597532768,11.0,2019-09-04 11:46:21.512334,,
0.15311385691165924,0.584425597532768,11.0,2019-09-04 11:46:21.765169,0.058,4607.0
0.15311385691165924,0.584425597532768,11.0,2019-09-04 11:46:27.151736,0.045,4607.0
0.15311385691165924,0.584425597532768,11.0,2019-09-04 11:46:32.482555,0.05,4607.0
0.15311385691165924,0.584425597532768,11.0,2019-09-04 11:46:37.888936,0.046,4607.0
0.16488796472549438,0.5788617886178862,12.0,2019-09-04 11:46:41.573697,,
