avg_val_loss,f1,epoch,created_at,loss,gpu_0
2.9844937324523926,0.0067311737484223805,1.0,2019-09-04 13:42:34.647696,,
,,0.0,2019-09-04 13:42:34.853319,2.978,1425.0
,,0.0,2019-09-04 13:42:40.513583,0.627,1425.0
,,0.0,2019-09-04 13:42:46.332245,0.38,1425.0
,,0.0,2019-09-04 13:42:51.821890,0.313,1425.0
0.28362345695495605,0.06265060240963854,1.0,2019-09-04 13:42:57.678807,,
0.28362345695495605,0.06265060240963854,1.0,2019-09-04 13:42:58.281352,0.3,1431.0
0.28362345695495605,0.06265060240963854,1.0,2019-09-04 13:43:03.747795,0.267,1431.0
0.28362345695495605,0.06265060240963854,1.0,2019-09-04 13:43:09.174584,0.24,1431.0
0.28362345695495605,0.06265060240963854,1.0,2019-09-04 13:43:14.698103,0.222,1431.0
0.2051222175359726,0.39929328621908133,2.0,2019-09-04 13:43:20.503182,,
0.2051222175359726,0.39929328621908133,2.0,2019-09-04 13:43:21.143635,0.217,1431.0
0.2051222175359726,0.39929328621908133,2.0,2019-09-04 13:43:26.750088,0.217,1431.0
0.2051222175359726,0.39929328621908133,2.0,2019-09-04 13:43:32.202634,0.188,1431.0
0.2051222175359726,0.39929328621908133,2.0,2019-09-04 13:43:37.641098,0.189,1431.0
0.18601159751415253,0.42587601078167114,3.0,2019-09-04 13:43:43.523490,,
0.18601159751415253,0.42587601078167114,3.0,2019-09-04 13:43:44.131159,0.176,1431.0
0.18601159751415253,0.42587601078167114,3.0,2019-09-04 13:43:49.640982,0.178,1431.0
0.18601159751415253,0.42587601078167114,3.0,2019-09-04 13:43:55.211504,0.17,1431.0
0.18601159751415253,0.42587601078167114,3.0,2019-09-04 13:44:00.886792,0.174,1431.0
0.17462284862995148,0.4956521739130435,4.0,2019-09-04 13:44:06.873850,,
0.17462284862995148,0.4956521739130435,4.0,2019-09-04 13:44:07.485379,0.17,1431.0
0.17462284862995148,0.4956521739130435,4.0,2019-09-04 13:44:13.034231,0.159,1431.0
0.17462284862995148,0.4956521739130435,4.0,2019-09-04 13:44:18.744765,0.153,1431.0
0.17462284862995148,0.4956521739130435,4.0,2019-09-04 13:44:24.380073,0.167,1431.0
0.16040126979351044,0.5314009661835749,5.0,2019-09-04 13:44:30.253135,,
0.16040126979351044,0.5314009661835749,5.0,2019-09-04 13:44:30.897132,0.158,1431.0
0.16040126979351044,0.5314009661835749,5.0,2019-09-04 13:44:36.738284,0.143,1431.0
0.16040126979351044,0.5314009661835749,5.0,2019-09-04 13:44:42.349767,0.147,1431.0
0.16040126979351044,0.5314009661835749,5.0,2019-09-04 13:44:47.848095,0.139,1431.0
0.16244292259216309,0.5085296506904955,6.0,2019-09-04 13:44:53.735943,,
0.16244292259216309,0.5085296506904955,6.0,2019-09-04 13:44:53.933893,0.14,1431.0
0.16244292259216309,0.5085296506904955,6.0,2019-09-04 13:44:59.664861,0.147,1431.0
0.16244292259216309,0.5085296506904955,6.0,2019-09-04 13:45:05.306821,0.121,1431.0
0.16244292259216309,0.5085296506904955,6.0,2019-09-04 13:45:10.910964,0.136,1431.0
0.16141681373119354,0.5101404056162245,7.0,2019-09-04 13:45:16.764152,,
0.16141681373119354,0.5101404056162245,7.0,2019-09-04 13:45:16.962617,0.131,1431.0
0.16141681373119354,0.5101404056162245,7.0,2019-09-04 13:45:22.694190,0.12,1431.0
0.16141681373119354,0.5101404056162245,7.0,2019-09-04 13:45:28.453151,0.126,1431.0
0.16141681373119354,0.5101404056162245,7.0,2019-09-04 13:45:34.145093,0.118,1431.0
0.15490591526031494,0.536923076923077,8.0,2019-09-04 13:45:40.138806,,
0.15490591526031494,0.536923076923077,8.0,2019-09-04 13:45:40.776674,0.118,1431.0
0.15490591526031494,0.536923076923077,8.0,2019-09-04 13:45:46.440640,0.107,1431.0
0.15490591526031494,0.536923076923077,8.0,2019-09-04 13:45:52.057967,0.111,1431.0
0.15490591526031494,0.536923076923077,8.0,2019-09-04 13:45:57.678018,0.117,1431.0
0.15601998567581177,0.5439005439005439,9.0,2019-09-04 13:46:03.635717,,
0.15601998567581177,0.5439005439005439,9.0,2019-09-04 13:46:04.308699,0.116,1431.0
0.15601998567581177,0.5439005439005439,9.0,2019-09-04 13:46:10.010839,0.096,1431.0
0.15601998567581177,0.5439005439005439,9.0,2019-09-04 13:46:15.753110,0.098,1431.0
0.15601998567581177,0.5439005439005439,9.0,2019-09-04 13:46:21.430066,0.107,1431.0
0.15780939161777496,0.5547892720306513,10.0,2019-09-04 13:46:27.414851,,
0.15780939161777496,0.5547892720306513,10.0,2019-09-04 13:46:28.057375,0.108,1431.0
0.15780939161777496,0.5547892720306513,10.0,2019-09-04 13:46:33.795921,0.093,1431.0
0.15780939161777496,0.5547892720306513,10.0,2019-09-04 13:46:39.355277,0.096,1431.0
0.15780939161777496,0.5547892720306513,10.0,2019-09-04 13:46:45.202518,0.094,1431.0
0.17398576438426971,0.5237388724035608,11.0,2019-09-04 13:46:51.118769,,
0.17398576438426971,0.5237388724035608,11.0,2019-09-04 13:46:51.317596,0.092,1431.0
0.17398576438426971,0.5237388724035608,11.0,2019-09-04 13:46:56.979729,0.08,1431.0
0.17398576438426971,0.5237388724035608,11.0,2019-09-04 13:47:02.734370,0.088,1431.0
0.17398576438426971,0.5237388724035608,11.0,2019-09-04 13:47:08.497725,0.083,1431.0
0.16286152601242065,0.5525477707006369,12.0,2019-09-04 13:47:14.511237,,
