avg_val_loss,f1,epoch,created_at,loss,gpu_0
2.9862918853759766,0.0,1.0,2019-09-02 07:33:24.905095,,
,,0.0,2019-09-02 07:33:25.344561,3.005,2531.0
,,0.0,2019-09-02 07:33:41.476423,0.471,4035.0
,,0.0,2019-09-02 07:33:57.125371,0.264,4431.0
,,0.0,2019-09-02 07:34:13.047104,0.201,4435.0
0.18282672762870789,0.5124716553287981,1.0,2019-09-02 07:34:20.079525,,
0.18282672762870789,0.5124716553287981,1.0,2019-09-02 07:34:21.446198,0.2,4459.0
0.18282672762870789,0.5124716553287981,1.0,2019-09-02 07:34:37.096268,0.143,4459.0
0.18282672762870789,0.5124716553287981,1.0,2019-09-02 07:34:53.098137,0.133,4459.0
0.18282672762870789,0.5124716553287981,1.0,2019-09-02 07:35:09.078513,0.132,4459.0
0.14641022682189941,0.5981573352232459,2.0,2019-09-02 07:35:16.058753,,
0.14641022682189941,0.5981573352232459,2.0,2019-09-02 07:35:17.564438,0.132,4459.0
0.14641022682189941,0.5981573352232459,2.0,2019-09-02 07:35:32.745156,0.073,4459.0
0.14641022682189941,0.5981573352232459,2.0,2019-09-02 07:35:47.987208,0.082,4459.0
0.14641022682189941,0.5981573352232459,2.0,2019-09-02 07:36:02.993720,0.067,4459.0
0.15815171599388123,0.5898876404494382,3.0,2019-09-02 07:36:09.815151,,
0.15815171599388123,0.5898876404494382,3.0,2019-09-02 07:36:10.149699,0.069,4459.0
0.15815171599388123,0.5898876404494382,3.0,2019-09-02 07:36:25.595424,0.037,4459.0
0.15815171599388123,0.5898876404494382,3.0,2019-09-02 07:36:40.729558,0.045,4459.0
0.15815171599388123,0.5898876404494382,3.0,2019-09-02 07:36:55.754786,0.043,4459.0
0.1721321940422058,0.6398274622573689,4.0,2019-09-02 07:37:02.584184,,
